,SchoolName,Year,State,number_grads,state_rank
145,"SOUTH DAKOTA, UNIVERSITY OF",2020,Iowa,3,2
146,SOUTH TEXAS COLLEGE OF LAW HOUSTON,2020,District of Columbia,3,2
147,"SOUTHERN CALIFORNIA, UNIVERSITY OF",2020,New York,14,2
148,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,2020,Missouri,14,2
149,SOUTHERN METHODIST UNIVERSITY,2020,Arizona,2,2
150,SOUTHERN UNIVERSITY,2020,Georgia,5,2
151,SOUTHWESTERN LAW SCHOOL,2020,New York,2,2
152,ST. JOHN'S UNIVERSITY,2020,New Jersey,10,2
153,ST. MARY'S UNIVERSITY,2020,Tennessee,2,2
154,ST. THOMAS UNIVERSITY (FLORIDA),2020,New York,2,2
155,"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",2020,Wisconsin,4,2
156,STANFORD UNIVERSITY,2020,District of Columbia,26,2
157,STETSON UNIVERSITY,2020,District of Columbia,3,2
158,SUFFOLK UNIVERSITY,2020,New York,9,2
159,SYRACUSE UNIVERSITY,2020,District of Columbia,12,2
160,TEMPLE UNIVERSITY,2020,New Jersey,17,2
161,"TENNESSEE, UNIVERSITY OF",2020,New York,4,2
162,TEXAS A&M UNIVERSITY,2020,Alabama,3,2
163,"TEXAS AT AUSTIN, UNIVERSITY OF",2020,New York,22,2
164,TEXAS SOUTHERN UNIVERSITY,2020,Missouri,3,2
165,TEXAS TECH UNIVERSITY,2020,New Mexico,4,2
166,"TOLEDO, UNIVERSITY OF",2020,Michigan,21,2
167,TOURO COLLEGE,2020,New Jersey,5,2
168,TULANE UNIVERSITY,2020,Texas,31,2
169,"TULSA, UNIVERSITY OF",2020,Texas,7,2
170,UNIVERSITY OF BUFFALO-SUNY,2020,California,1,2
171,UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,2020,District Of Columbia,4,2
172,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,2020,Rhode Island,4,2
173,UNIVERSITY OF NEVADA - LAS VEGAS,2020,California,5,2
174,UNT DALLAS COLLEGE OF LAW,2020,District of Columbia,1,2
175,"UTAH, UNIVERSITY OF",2020,Nevada,3,2
176,VANDERBILT UNIVERSITY,2020,New York,23,2
177,VERMONT LAW SCHOOL,2020,New York,8,2
178,VILLANOVA UNIVERSITY,2020,New Jersey,25,2
179,"VIRGINIA, UNIVERSITY OF",2020,District of Columbia,76,2
180,WAKE FOREST UNIVERSITY,2020,District of Columbia,12,2
181,WASHBURN UNIVERSITY,2020,Missouri,10,2
182,WASHINGTON AND LEE UNIVERSITY,2020,District of Columbia,18,2
183,WASHINGTON UNIVERSITY,2020,Illinois,23,2
184,"WASHINGTON, UNIVERSITY OF",2020,California,9,2
185,WAYNE STATE UNIVERSITY,2020,California,2,2
186,WEST VIRGINIA UNIVERSITY,2020,Virginia,6,2
187,WESTERN MICHIGAN UNIVERSITY,2020,Florida,55,2
188,WESTERN NEW ENGLAND UNIVERSITY,2020,Connecticut,17,2
189,WESTERN STATE COLLEGE OF LAW,2020,,0,2
190,WIDENER UNIVERSITY-DELAWARE,2020,Pennsylvania,41,2
191,WIDENER-COMMONWEALTH,2020,New Jersey,3,2
192,WILLAMETTE UNIVERSITY,2020,Washington,10,2
193,WILLIAM AND MARY LAW SCHOOL,2020,District of Columbia,28,2
194,"WISCONSIN, UNIVERSITY OF",2020,Illinois,10,2
195,"WYOMING, UNIVERSITY OF",2020,Colorado,7,2
196,YALE UNIVERSITY,2020,District of Columbia,38,2
0,"AKRON, UNIVERSITY OF",2021,Michigan,3,2
1,"ALABAMA, UNIVERSITY OF",2021,Florida,8,2
2,ALBANY LAW SCHOOL OF UNION UNIVERSITY,2021,New Jersey,5,2
3,AMERICAN UNIVERSITY,2021,Virginia,52,2
4,APPALACHIAN SCHOOL OF LAW,2021,Virginia,6,2
5,ARIZONA STATE UNIVERSITY,2021,California,13,2
6,"ARIZONA, UNIVERSITY OF",2021,California,10,2
7,"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",2021,Missouri,12,2
8,"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",2021,Texas,6,2
9,ATLANTA'S JOHN MARSHALL LAW SCHOOL,2021,California,1,2
10,AVE MARIA SCHOOL OF LAW,2021,Texas,3,2
11,"BALTIMORE, UNIVERSITY OF",2021,District of Columbia,11,2
12,BARRY UNIVERSITY,2021,Georgia,5,2
13,BAYLOR UNIVERSITY,2021,Alabama,2,2
14,BELMONT UNIVERSITY,2021,Arkansas,1,2
15,BOSTON COLLEGE,2021,New York,37,2
16,BOSTON UNIVERSITY,2021,New York,50,2
17,BRIGHAM YOUNG UNIVERSITY,2021,California,12,2
18,BROOKLYN LAW SCHOOL,2021,NEW JERSEY,12,2
19,CALIFORNIA WESTERN SCHOOL OF LAW,2021,Nevada,5,2
20,"CALIFORNIA-BERKELEY, UNIVERSITY OF",2021,New York,29,2
21,"CALIFORNIA-DAVIS, UNIVERSITY OF",2021,Florida,2,2
22,"CALIFORNIA-HASTINGS, UNIVERSITY OF",2021,New York,5,2
23,"CALIFORNIA-IRVINE, UNIVERSITY OF",2021,NEW YORK,6,2
24,"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",2021,New York,36,2
25,CAMPBELL UNIVERSITY,2021,Virginia,7,2
26,CAPITAL UNIVERSITY,2021,Virginia,2,2
27,CARDOZO SCHOOL OF LAW,2021,New Jersey,28,2
28,CASE WESTERN RESERVE UNIVERSITY,2021,District of Columbia,9,2
29,CATHOLIC UNIVERSITY OF AMERICA,2021,Virginia,19,2
30,CHAPMAN UNIVERSITY,2021,District of Columbia,3,2
31,CHARLESTON SCHOOL OF LAW,2021,Georgia,9,2
32,"CHICAGO, UNIVERSITY OF",2021,California,33,2
33,CHICAGO-KENT COLLEGE OF LAW-IIT,2021,California,6,2
34,"CINCINNATI, UNIVERSITY OF",2021,Kentucky,8,2
35,CITY UNIVERSITY OF NEW YORK,2021,New Jersey,11,2
36,CLEVELAND STATE UNIVERSITY,2021,California,4,2
37,"COLORADO, UNIVERSITY OF",2021,California,6,2
38,COLUMBIA UNIVERSITY,2021,California,40,2
39,"CONNECTICUT, UNIVERSITY OF",2021,New York,11,2
40,CORNELL UNIVERSITY,2021,California,14,2
41,CREIGHTON UNIVERSITY,2021,Colorado,10,2
42,"DAYTON, UNIVERSITY OF",2021,Indiana,4,2
43,"DENVER, UNIVERSITY OF",2021,Illinois,4,2
44,DEPAUL UNIVERSITY,2021,California,5,2
45,"DETROIT MERCY, UNIVERSITY OF",2021,Hawaii,1,2
46,DISTRICT OF COLUMBIA,2021,Virginia,9,2
47,DRAKE UNIVERSITY,2021,Arizona,2,2
48,DREXEL UNIVERSITY,2021,New Jersey,37,2
49,DUKE UNIVERSITY,2021,District of Columbia,28,2
50,DUQUESNE UNIVERSITY,2021,New Jersey,3,2
51,ELON UNIVERSITY,2021,District of Columbia,7,2
52,EMORY UNIVERSITY,2021,New York,35,2
53,FAULKNER UNIVERSITY,2021,Florida,4,2
54,FLORIDA A&M UNIVERSITY,2021,Georgia,6,2
55,FLORIDA INTERNATIONAL UNIVERSITY,2021,District of Columbia,2,2
56,FLORIDA STATE UNIVERSITY,2021,District of Columbia,6,2
57,"FLORIDA, UNIVERSITY OF",2021,District of Columbia,9,2
58,FORDHAM UNIVERSITY,2021,New Jersey,22,2
59,GEORGE MASON UNIVERSITY,2021,District of Columbia,50,2
60,GEORGE WASHINGTON UNIVERSITY,2021,New York,79,2
61,GEORGETOWN UNIVERSITY,2021,New York,138,2
62,GEORGIA STATE UNIVERSITY,2021,California,3,2
63,"GEORGIA, UNIVERSITY OF",2021,Florida,7,2
64,GOLDEN GATE UNIVERSITY,2021,New York,7,2
65,GONZAGA UNIVERSITY,2021,Idaho,9,2
66,HARVARD UNIVERSITY,2021,District of Columbia,106,2
67,"HAWAII, UNIVERSITY OF",2021,California,4,2
68,HOFSTRA UNIVERSITY,2021,New Jersey,9,2
69,"HOUSTON, UNIVERSITY OF",2021,California,5,2
70,HOWARD UNIVERSITY,2021,New York,27,2
71,"IDAHO, UNIVERSITY OF",2021,Washington,9,2
72,"ILLINOIS, UNIVERSITY OF",2021,California,6,2
73,INDIANA UNIVERSITY - BLOOMINGTON,2021,Illinois,17,2
74,INDIANA UNIVERSITY - INDIANAPOLIS,2021,Illinois,8,2
75,INTER AMERICAN UNIVERSITY OF PUERTO RICO,2021,Florida,3,2
76,"IOWA, UNIVERSITY OF",2021,Illinois,9,2
77,"KANSAS, UNIVERSITY OF",2021,Missouri,24,2
78,"KENTUCKY, UNIVERSITY OF",2021,Tennessee,7,2
79,LEWIS AND CLARK COLLEGE,2021,Washington,15,2
80,LIBERTY UNIVERSITY,2021,Florida,8,2
81,LINCOLN MEMORIAL,2021,Virginia,4,2
82,LOUISIANA STATE UNIVERSITY,2021,Texas,22,2
83,"LOUISVILLE, UNIVERSITY OF",2021,Indiana,7,2
84,LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,2021,Florida,4,2
85,LOYOLA UNIVERSITY-CHICAGO,2021,Florida,6,2
86,LOYOLA UNIVERSITY-NEW ORLEANS,2021,Texas,12,2
87,"MAINE, UNIVERSITY OF",2021,California,2,2
88,MARQUETTE UNIVERSITY,2021,Illinois,8,2
89,"MARYLAND, UNIVERSITY OF",2021,District Of Columbia,27,2
90,MCGEORGE SCHOOL OF LAW,2021,Nevada,6,2
91,"MEMPHIS, UNIVERSITY OF",2021,Texas,8,2
92,MERCER UNIVERSITY,2021,District of Columbia,3,2
93,"MIAMI, UNIVERSITY OF",2021,California,13,2
94,MICHIGAN STATE UNIVERSITY,2021,Illinois,10,2
95,"MICHIGAN, UNIVERSITY OF",2021,District of Columbia,48,2
96,"MINNESOTA, UNIVERSITY OF",2021,New York,11,2
97,MISSISSIPPI COLLEGE,2021,Alabama,6,2
98,"MISSISSIPPI, UNIVERSITY OF",2021,Tennessee,16,2
99,"MISSOURI, UNIVERSITY OF",2021,Illinois,4,2
100,"MISSOURI-KANSAS CITY, UNIVERSITY OF",2021,Kansas,13,2
101,MITCHELL|HAMLINE,2021,Texas,12,2
102,"MONTANA, UNIVERSITY OF",2021,Washington,3,2
103,"NEBRASKA, UNIVERSITY OF",2021,South Dakota,4,2
104,NEW ENGLAND LAW | BOSTON,2021,New York,9,2
105,NEW HAMPSHIRE UNIVERSITY OF,2021,Massachusetts,10,2
106,"NEW MEXICO, UNIVERSITY OF",2021,Arizona,5,2
107,NEW YORK LAW SCHOOL,2021,New Jersey,31,2
108,NEW YORK UNIVERSITY,2021,District of Columbia,32,2
109,NORTH CAROLINA CENTRAL UNIVERSITY,2021,Virginia,6,2
110,"NORTH CAROLINA, UNIVERSITY OF",2021,District of Columbia,14,2
111,"NORTH DAKOTA, UNIVERSITY OF",2021,Minnesota,10,2
112,NORTHEASTERN UNIVERSITY,2021,New York,15,2
113,NORTHERN ILLINOIS UNIVERSITY,2021,Florida,2,2
114,NORTHERN KENTUCKY UNIVERSITY,2021,Ohio,31,2
115,NORTHWESTERN UNIVERSITY,2021,New York,51,2
116,"NOTRE DAME, UNIVERSITY OF",2021,Indiana,14,2
117,NOVA SOUTHEASTERN UNIVERSITY,2021,Colorado,2,2
118,OHIO NORTHERN UNIVERSITY,2021,Florida,2,2
119,OHIO STATE UNIVERSITY,2021,District of Columbia,10,2
120,OKLAHOMA CITY UNIVERSITY,2021,Texas,16,2
121,"OKLAHOMA, UNIVERSITY OF",2021,Texas,28,2
122,"OREGON, UNIVERSITY OF",2021,California,9,2
123,PACE UNIVERSITY,2021,New Jersey,41,2
124,PENNSYLVANIA STATE - DICKINSON LAW,2021,Delaware,9,2
125,PENNSYLVANIA STATE - PENN STATE LAW,2021,New York,15,2
126,"PENNSYLVANIA, UNIVERSITY OF",2021,Pennsylvania,35,2
127,PEPPERDINE UNIVERSITY,2021,Texas,13,2
128,"PITTSBURGH, UNIVERSITY OF",2021,Virginia,4,2
129,PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,2021,District Of Columbia,5,2
130,"PUERTO RICO, UNIVERSITY OF",2021,Florida,2,2
131,QUINNIPIAC UNIVERSITY,2021,New York,9,2
132,REGENT UNIVERSITY,2021,North Carolina,8,2
133,"RICHMOND, UNIVERSITY OF",2021,District of Columbia,3,2
134,ROGER WILLIAMS UNIVERSITY,2021,Massachusetts,16,2
135,RUTGERS UNIVERSITY,2021,New York,54,2
136,SAINT LOUIS UNIVERSITY,2021,Illinois,22,2
137,SAMFORD UNIVERSITY,2021,Georgia,7,2
138,"SAN DIEGO, UNIVERSITY OF",2021,Arizona,3,2
139,"SAN FRANCISCO, UNIVERSITY OF",2021,Florida,1,2
140,SANTA CLARA UNIVERSITY,2021,Arizona,3,2
141,SEATTLE UNIVERSITY,2021,California,5,2
142,SETON HALL UNIVERSITY,2021,New York,36,2
143,"SOUTH CAROLINA, UNIVERSITY OF",2021,North Carolina,22,2
144,"SOUTH DAKOTA, UNIVERSITY OF",2021,Iowa,3,2
145,SOUTH TEXAS COLLEGE OF LAW HOUSTON,2021,Colorado,2,2
146,"SOUTHERN CALIFORNIA, UNIVERSITY OF",2021,New York,13,2
147,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,2021,Missouri,9,2
148,SOUTHERN METHODIST UNIVERSITY,2021,New York,5,2
149,SOUTHERN UNIVERSITY,2021,Texas,5,2
150,SOUTHWESTERN LAW SCHOOL,2021,Michigan,1,2
151,ST. JOHN'S UNIVERSITY,2021,New Jersey,7,2
152,ST. MARY'S UNIVERSITY,2021,Virginia,3,2
153,ST. THOMAS UNIVERSITY (FLORIDA),2021,Colorado,2,2
154,"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",2021,Wisconsin,4,2
155,STANFORD UNIVERSITY,2021,New York,30,2
156,STETSON UNIVERSITY,2021,Virginia,4,2
157,SUFFOLK UNIVERSITY,2021,New Hampshire,8,2
158,SYRACUSE UNIVERSITY,2021,District of Columbia,15,2
159,TEMPLE UNIVERSITY,2021,New Jersey,23,2
160,"TENNESSEE, UNIVERSITY OF",2021,Florida,5,2
161,TEXAS A&M UNIVERSITY,2021,District of Columbia,4,2
162,"TEXAS AT AUSTIN, UNIVERSITY OF",2021,New York,21,2
163,TEXAS SOUTHERN UNIVERSITY,2021,Minnesota,2,2
164,TEXAS TECH UNIVERSITY,2021,Colorado,7,2
165,"TOLEDO, UNIVERSITY OF",2021,Michigan,17,2
166,TOURO COLLEGE,2021,New Jersey,9,2
167,TULANE UNIVERSITY,2021,Texas,27,2
168,"TULSA, UNIVERSITY OF",2021,Texas,10,2
169,UNIVERSITY OF BUFFALO-SUNY,2021,California,3,2
170,UNIVERSITY OF ILLINOIS CHICAGO SCHOOL OF LAW,2021,Texas,8,2
171,UNIVERSITY OF MASSACHUSETTS DARTMOUTH,2021,Rhode Island,5,2
172,UNIVERSITY OF NEVADA - LAS VEGAS,2021,California,7,2
173,UNT DALLAS COLLEGE OF LAW,2021,Florida,2,2
174,"UTAH, UNIVERSITY OF",2021,California,2,2
175,VANDERBILT UNIVERSITY,2021,Tennessee,28,2
176,VERMONT LAW SCHOOL,2021,District of Columbia,13,2
177,VILLANOVA UNIVERSITY,2021,New Jersey,20,2
178,"VIRGINIA, UNIVERSITY OF",2021,New York,69,2
179,WAKE FOREST UNIVERSITY,2021,District of Columbia,12,2
180,WASHBURN UNIVERSITY,2021,Missouri,16,2
181,WASHINGTON AND LEE UNIVERSITY,2021,New York,12,2
182,WASHINGTON UNIVERSITY,2021,Illinois,28,2
183,"WASHINGTON, UNIVERSITY OF",2021,Oregon,7,2
184,WAYNE STATE UNIVERSITY,2021,Florida,2,2
185,WEST VIRGINIA UNIVERSITY,2021,Pennsylvania,9,2
186,WESTERN MICHIGAN UNIVERSITY,2021,Florida,88,2
187,WESTERN NEW ENGLAND UNIVERSITY,2021,Connecticut,17,2
188,WESTERN STATE COLLEGE OF LAW,2021,New Mexico,1,2
189,WIDENER UNIVERSITY-DELAWARE,2021,Delaware,41,2
190,WIDENER-COMMONWEALTH,2021,New York,8,2
191,WILLAMETTE UNIVERSITY,2021,Washington,5,2
192,WILLIAM AND MARY LAW SCHOOL,2021,District of Columbia,33,2
193,"WISCONSIN, UNIVERSITY OF",2021,Illinois,25,2
194,"WYOMING, UNIVERSITY OF",2021,Colorado,14,2
195,YALE UNIVERSITY,2021,District of Columbia,46,2
0,"AKRON, UNIVERSITY OF",2012,Missouri,3,3
1,"ALABAMA, UNIVERSITY OF",2012,Tennessee,7,3
2,ALBANY LAW SCHOOL OF UNION UNIVERSITY,2012,California,4,3
3,AMERICAN UNIVERSITY,2012,Virginia,32,3
4,APPALACHIAN SCHOOL OF LAW,2012,Kentucky,6,3
5,ARIZONA STATE UNIVERSITY,2012,Utah,7,3
6,ARIZONA SUMMIT LAW SCHOOL,2012,Utah,4,3
7,"ARIZONA, UNIVERSITY OF",2012,New York,4,3
8,"ARKANSAS, FAYETTEVILLE, UNIVERSITY OF",2012,Missouri,6,3
9,"ARKANSAS, LITTLE ROCK, UNIVERSITY OF",2012,District Of Columbia,2,3
10,ATLANTA'S JOHN MARSHALL LAW SCHOOL,2012,New York,3,3
11,AVE MARIA SCHOOL OF LAW,2012,Utah,4,3
12,"BALTIMORE, UNIVERSITY OF",2012,Virginia,14,3
13,BARRY UNIVERSITY,2012,District Of Columbia,3,3
14,BAYLOR UNIVERSITY,2012,California,1,3
15,BELMONT UNIVERSITY,2012,,0,3
16,BOSTON COLLEGE,2012,District Of Columbia,20,3
17,BOSTON UNIVERSITY,2012,California,27,3
18,BRIGHAM YOUNG UNIVERSITY,2012,District Of Columbia,7,3
19,BROOKLYN LAW SCHOOL,2012,California,3,3
20,CALIFORNIA WESTERN SCHOOL OF LAW,2012,Arizona,6,3
21,"CALIFORNIA-BERKELEY, UNIVERSITY OF",2012,New York,24,3
22,"CALIFORNIA-DAVIS, UNIVERSITY OF",2012,Nevada,3,3
23,"CALIFORNIA-HASTINGS, UNIVERSITY OF",2012,New York,6,3
24,"CALIFORNIA-IRVINE, UNIVERSITY OF",2012,TENNESSEE,2,3
25,"CALIFORNIA-LOS ANGELES, UNIVERSITY OF",2012,District Of Columbia,4,3
26,CAMPBELL UNIVERSITY,2012,South Carolina,2,3
27,CAPITAL UNIVERSITY,2012,Illinois,2,3
28,CARDOZO SCHOOL OF LAW,2012,California,9,3
29,CASE WESTERN RESERVE UNIVERSITY,2012,NEW YORK,12,3
30,CATHOLIC UNIVERSITY OF AMERICA,2012,Maryland,34,3
31,CHAPMAN UNIVERSITY,2012,Illinois,1,3
32,CHARLESTON SCHOOL OF LAW,2012,Virginia,6,3
33,CHARLOTTE SCHOOL OF LAW,2012,Virginia,7,3
34,"CHICAGO, UNIVERSITY OF",2012,California,28,3
35,CHICAGO-KENT COLLEGE OF LAW-IIT,2012,Michigan,3,3
36,"CINCINNATI, UNIVERSITY OF",2012,Indiana,3,3
37,CITY UNIVERSITY OF NEW YORK,2012,Arizona,3,3
38,CLEVELAND STATE UNIVERSITY,2012,Michigan,3,3
39,"COLORADO, UNIVERSITY OF",2012,Arizona,2,3
40,COLUMBIA UNIVERSITY,2012,District Of Columbia,32,3
41,"CONNECTICUT, UNIVERSITY OF",2012,New York,11,3
42,CORNELL UNIVERSITY,2012,District Of Columbia,10,3
43,CREIGHTON UNIVERSITY,2012,Colorado,8,3
44,"DAYTON, UNIVERSITY OF",2012,Indiana,7,3
45,"DENVER, UNIVERSITY OF",2012,California,4,3
46,DEPAUL UNIVERSITY,2012,Michigan,5,3
47,"DETROIT MERCY, UNIVERSITY OF",2012,Florida,3,3
48,DISTRICT OF COLUMBIA,2012,Maryland,6,3
49,DRAKE UNIVERSITY,2012,Colorado,3,3
50,DREXEL UNIVERSITY,2012,New York,4,3
51,DUKE UNIVERSITY,2012,California,27,3
52,DUQUESNE UNIVERSITY,2012,Florida,3,3
53,ELON UNIVERSITY,2012,District Of Columbia,1,3
54,EMORY UNIVERSITY,2012,Florida,22,3
55,FAULKNER UNIVERSITY,2012,Florida,5,3
56,FLORIDA A&M UNIVERSITY,2012,Arizona,2,3
57,FLORIDA COASTAL SCHOOL OF LAW,2012,North Carolina,9,3
58,FLORIDA INTERNATIONAL UNIVERSITY,2012,District of Columbia,2,3
59,FLORIDA STATE UNIVERSITY,2012,California,5,3
60,"FLORIDA, UNIVERSITY OF",2012,Georgia,4,3
61,FORDHAM UNIVERSITY,2012,District Of Columbia,8,3
62,GEORGE MASON UNIVERSITY,2012,Maryland,12,3
63,GEORGE WASHINGTON UNIVERSITY,2012,New York,53,3
64,GEORGETOWN UNIVERSITY,2012,California,36,3
65,GEORGIA STATE UNIVERSITY,2012,New York,3,3
66,"GEORGIA, UNIVERSITY OF",2012,SOUTH CAROLINA,5,3
67,GOLDEN GATE UNIVERSITY,2012,Kentucky,1,3
68,GONZAGA UNIVERSITY,2012,Idaho,8,3
69,HAMLINE UNIVERSITY,2012,Colorado,3,3
70,HARVARD UNIVERSITY,2012,Massachusetts,68,3
71,"HAWAII, UNIVERSITY OF",2012,Washington,1,3
72,HOFSTRA UNIVERSITY,2012,Florida,5,3
73,"HOUSTON, UNIVERSITY OF",2012,Maryland,1,3
74,HOWARD UNIVERSITY,2012,New York,17,3
75,"IDAHO, UNIVERSITY OF",2012,Utah,6,3
76,"ILLINOIS, UNIVERSITY OF",2012,Texas,7,3
77,INDIANA UNIVERSITY - BLOOMINGTON,2012,District Of Columbia,13,3
78,INDIANA UNIVERSITY - INDIANAPOLIS,2012,California,5,3
79,INTER AMERICAN UNIVERSITY OF PUERTO RICO,2012,North Carolina,1,3
80,"IOWA, UNIVERSITY OF",2012,California,9,3
81,"KANSAS, UNIVERSITY OF",2012,California,6,3
82,"KENTUCKY, UNIVERSITY OF",2012,Tennessee,6,3
83,LEWIS AND CLARK COLLEGE,2012,Washington,9,3
84,LIBERTY UNIVERSITY,2012,Florida,3,3
85,LINCOLN MEMORIAL,2012,,0,3
86,LOUISIANA STATE UNIVERSITY,2012,California,3,3
87,"LOUISVILLE, UNIVERSITY OF",2012,Indiana,2,3
88,LOYOLA MARYMOUNT UNIVERSITY-LOS ANGELES,2012,District of Columbia,1,3
89,LOYOLA UNIVERSITY-CHICAGO,2012,Michigan,5,3
90,LOYOLA UNIVERSITY-NEW ORLEANS,2012,Texas,7,3
91,"MAINE, UNIVERSITY OF",2012,Florida,2,3
92,MARQUETTE UNIVERSITY,2012,Michigan,3,3
93,"MARYLAND, UNIVERSITY OF",2012,Virginia,14,3
94,MCGEORGE SCHOOL OF LAW,2012,District Of Columbia,4,3
95,"MEMPHIS, UNIVERSITY OF",2012,California,1,3
96,MERCER UNIVERSITY,2012,Tennessee,4,3
97,"MIAMI, UNIVERSITY OF",2012,New York,20,3
98,MICHIGAN STATE UNIVERSITY,2012,New York,8,3
99,"MICHIGAN, UNIVERSITY OF",2012,Michigan,48,3
100,"MINNESOTA, UNIVERSITY OF",2012,District Of Columbia,8,3
101,MISSISSIPPI COLLEGE,2012,Alabama,7,3
102,"MISSISSIPPI, UNIVERSITY OF",2012,Alabama,7,3
103,"MISSOURI, UNIVERSITY OF",2012,Georgia,3,3
104,"MISSOURI-KANSAS CITY, UNIVERSITY OF",2012,California,3,3
105,"MONTANA, UNIVERSITY OF",2012,Alaska,2,3
106,"NEBRASKA, UNIVERSITY OF",2012,Utah,4,3
107,NEW ENGLAND LAW | BOSTON,2012,New Jersey,7,3
108,NEW HAMPSHIRE UNIVERSITY OF,2012,District Of Columbia,7,3
109,"NEW MEXICO, UNIVERSITY OF",2012,California,4,3
110,NEW YORK LAW SCHOOL,2012,California,6,3
111,NEW YORK UNIVERSITY,2012,District of Columbia,37,3
112,NORTH CAROLINA CENTRAL UNIVERSITY,2012,Virginia,3,3
113,"NORTH CAROLINA, UNIVERSITY OF",2012,New York,11,3
114,"NORTH DAKOTA, UNIVERSITY OF",2012,Colorado,1,3
115,NORTHEASTERN UNIVERSITY,2012,New York,9,3
116,NORTHERN ILLINOIS UNIVERSITY,2012,Wisconsin,2,3
117,NORTHERN KENTUCKY UNIVERSITY,2012,Indiana,2,3
118,NORTHWESTERN UNIVERSITY,2012,California,31,3
119,"NOTRE DAME, UNIVERSITY OF",2012,Indiana,15,3
120,NOVA SOUTHEASTERN UNIVERSITY,2012,New Jersey,3,3
121,OHIO NORTHERN UNIVERSITY,2012,Colorado,3,3
122,OHIO STATE UNIVERSITY,2012,New York,9,3
123,OKLAHOMA CITY UNIVERSITY,2012,Missouri,8,3
124,"OKLAHOMA, UNIVERSITY OF",2012,Colorado,3,3
125,"OREGON, UNIVERSITY OF",2012,California,7,3
126,PACE UNIVERSITY,2012,Connecticut,13,3
127,PENNSYLVANIA STATE UNIVERSITY,2012,Delaware,8,3
128,"PENNSYLVANIA, UNIVERSITY OF",2012,District Of Columbia,28,3
129,PEPPERDINE UNIVERSITY,2012,Texas,6,3
130,"PITTSBURGH, UNIVERSITY OF",2012,District Of Columbia,5,3
131,PONTIFICAL CATHOLIC UNIVERSITY OF P.R.,2012,,0,3
132,"PUERTO RICO, UNIVERSITY OF",2012,,0,3
133,QUINNIPIAC UNIVERSITY,2012,Pennsylvania,3,3
134,REGENT UNIVERSITY,2012,Florida,4,3
135,"RICHMOND, UNIVERSITY OF",2012,West Virginia,2,3
136,ROGER WILLIAMS UNIVERSITY,2012,Connecticut,5,3
137,RUTGERS UNIVERSITY-CAMDEN,2012,New York,10,3
138,RUTGERS UNIVERSITY-NEWARK,2012,District of Columbia,2,3
139,SAINT LOUIS UNIVERSITY,2012,District Of Columbia,9,3
140,SAMFORD UNIVERSITY,2012,Georgia,11,3
141,"SAN DIEGO, UNIVERSITY OF",2012,New York,4,3
142,"SAN FRANCISCO, UNIVERSITY OF",2012,Louisiana,1,3
143,SANTA CLARA UNIVERSITY,2012,Colorado,2,3
144,SEATTLE UNIVERSITY,2012,Oregon,4,3
145,SETON HALL UNIVERSITY,2012,District Of Columbia,4,3
146,"SOUTH CAROLINA, UNIVERSITY OF",2012,Georgia,9,3
147,"SOUTH DAKOTA, UNIVERSITY OF",2012,Minnesota,3,3
148,SOUTH TEXAS COLLEGE OF LAW HOUSTON,2012,California,2,3
149,"SOUTHERN CALIFORNIA, UNIVERSITY OF",2012,Nevada,3,3
150,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,2012,Kentucky,4,3
151,SOUTHERN METHODIST UNIVERSITY,2012,Oklahoma,2,3
152,SOUTHERN UNIVERSITY,2012,Alabama,5,3
153,SOUTHWESTERN LAW SCHOOL,2012,Florida,2,3
154,ST. JOHN'S UNIVERSITY,2012,District Of Columbia,1,3
155,ST. MARY'S UNIVERSITY,2012,Tennessee,2,3
156,ST. THOMAS UNIVERSITY (FLORIDA),2012,New Jersey,2,3
157,"ST. THOMAS, UNIVERSITY OF (MINNESOTA)",2012,California,3,3
158,STANFORD UNIVERSITY,2012,District of Columbia,17,3
159,STETSON UNIVERSITY,2012,New York,3,3
160,SUFFOLK UNIVERSITY,2012,Rhode Island,7,3
161,SYRACUSE UNIVERSITY,2012,California,14,3
162,TEMPLE UNIVERSITY,2012,Delaware,11,3
163,"TENNESSEE, UNIVERSITY OF",2012,Florida,3,3
164,TEXAS A&M UNIVERSITY,2012,Colorado,1,3
165,"TEXAS AT AUSTIN, UNIVERSITY OF",2012,California,14,3
166,TEXAS SOUTHERN UNIVERSITY,2012,District of Columbia,2,3
167,TEXAS TECH UNIVERSITY,2012,District Of Columbia,2,3
168,THOMAS JEFFERSON SCHOOL OF LAW,2012,Nevada,7,3
169,"TOLEDO, UNIVERSITY OF",2012,North Carolina,4,3
170,TOURO COLLEGE,2012,Maryland,2,3
171,TULANE UNIVERSITY,2012,New York,18,3
